,session,method,gender,emotion,path
2559,4,impro,F,exc,2559_4_impro_F_exc.wav
2560,4,impro,F,exc,2560_4_impro_F_exc.wav
2561,4,impro,F,exc,2561_4_impro_F_exc.wav
2562,2,impro,M,exc,2562_2_impro_M_exc.wav
2563,2,impro,M,exc,2563_2_impro_M_exc.wav
2564,2,impro,M,exc,2564_2_impro_M_exc.wav
2565,1,impro,M,exc,2565_1_impro_M_exc.wav
2566,1,impro,M,exc,2566_1_impro_M_exc.wav
2567,1,impro,M,exc,2567_1_impro_M_exc.wav
2568,4,impro,F,exc,2568_4_impro_F_exc.wav
2569,4,impro,F,exc,2569_4_impro_F_exc.wav
2570,4,impro,F,exc,2570_4_impro_F_exc.wav
2571,2,impro,F,exc,2571_2_impro_F_exc.wav
2572,2,impro,F,exc,2572_2_impro_F_exc.wav
2573,2,impro,F,exc,2573_2_impro_F_exc.wav
2574,1,impro,M,exc,2574_1_impro_M_exc.wav
2575,1,impro,M,exc,2575_1_impro_M_exc.wav
2576,1,impro,M,exc,2576_1_impro_M_exc.wav
2577,3,script,M,exc,2577_3_script_M_exc.wav
2578,3,script,M,exc,2578_3_script_M_exc.wav
2579,3,script,M,exc,2579_3_script_M_exc.wav
2580,2,script,M,exc,2580_2_script_M_exc.wav
2581,2,script,M,exc,2581_2_script_M_exc.wav
2582,2,script,M,exc,2582_2_script_M_exc.wav
2583,1,script,M,exc,2583_1_script_M_exc.wav
2584,1,script,M,exc,2584_1_script_M_exc.wav
2585,1,script,M,exc,2585_1_script_M_exc.wav
2586,5,script,F,exc,2586_5_script_F_exc.wav
2587,5,script,F,exc,2587_5_script_F_exc.wav
2588,5,script,F,exc,2588_5_script_F_exc.wav
2589,3,impro,M,exc,2589_3_impro_M_exc.wav
2590,3,impro,M,exc,2590_3_impro_M_exc.wav
2591,3,impro,M,exc,2591_3_impro_M_exc.wav
2592,5,script,F,exc,2592_5_script_F_exc.wav
2593,5,script,F,exc,2593_5_script_F_exc.wav
2594,5,script,F,exc,2594_5_script_F_exc.wav
2595,3,script,F,exc,2595_3_script_F_exc.wav
2596,3,script,F,exc,2596_3_script_F_exc.wav
2597,3,script,F,exc,2597_3_script_F_exc.wav
2598,5,impro,F,exc,2598_5_impro_F_exc.wav
2599,5,impro,F,exc,2599_5_impro_F_exc.wav
2600,5,impro,F,exc,2600_5_impro_F_exc.wav
2601,2,impro,M,exc,2601_2_impro_M_exc.wav
2602,2,impro,M,exc,2602_2_impro_M_exc.wav
2603,2,impro,M,exc,2603_2_impro_M_exc.wav
2604,2,script,F,exc,2604_2_script_F_exc.wav
2605,2,script,F,exc,2605_2_script_F_exc.wav
2606,2,script,F,exc,2606_2_script_F_exc.wav
2607,5,script,M,exc,2607_5_script_M_exc.wav
2608,5,script,M,exc,2608_5_script_M_exc.wav
2609,5,script,M,exc,2609_5_script_M_exc.wav
2610,3,script,M,exc,2610_3_script_M_exc.wav
2611,3,script,M,exc,2611_3_script_M_exc.wav
2612,3,script,M,exc,2612_3_script_M_exc.wav
2613,5,script,F,exc,2613_5_script_F_exc.wav
2614,5,script,F,exc,2614_5_script_F_exc.wav
2615,5,script,F,exc,2615_5_script_F_exc.wav
2616,4,impro,F,exc,2616_4_impro_F_exc.wav
2617,4,impro,F,exc,2617_4_impro_F_exc.wav
2618,4,impro,F,exc,2618_4_impro_F_exc.wav
2619,2,impro,F,exc,2619_2_impro_F_exc.wav
2620,2,impro,F,exc,2620_2_impro_F_exc.wav
2621,2,impro,F,exc,2621_2_impro_F_exc.wav
2622,4,script,M,exc,2622_4_script_M_exc.wav
2623,4,script,M,exc,2623_4_script_M_exc.wav
2624,4,script,M,exc,2624_4_script_M_exc.wav
2625,5,script,M,exc,2625_5_script_M_exc.wav
2626,5,script,M,exc,2626_5_script_M_exc.wav
2627,5,script,M,exc,2627_5_script_M_exc.wav
2628,2,impro,M,exc,2628_2_impro_M_exc.wav
2629,2,impro,M,exc,2629_2_impro_M_exc.wav
2630,2,impro,M,exc,2630_2_impro_M_exc.wav
2631,4,impro,M,exc,2631_4_impro_M_exc.wav
2632,4,impro,M,exc,2632_4_impro_M_exc.wav
2633,4,impro,M,exc,2633_4_impro_M_exc.wav
2634,2,script,M,exc,2634_2_script_M_exc.wav
2635,2,script,M,exc,2635_2_script_M_exc.wav
2636,2,script,M,exc,2636_2_script_M_exc.wav
2637,2,script,M,exc,2637_2_script_M_exc.wav
2638,2,script,M,exc,2638_2_script_M_exc.wav
2639,2,script,M,exc,2639_2_script_M_exc.wav
2640,4,impro,F,exc,2640_4_impro_F_exc.wav
2641,4,impro,F,exc,2641_4_impro_F_exc.wav
2642,4,impro,F,exc,2642_4_impro_F_exc.wav
2643,5,script,M,exc,2643_5_script_M_exc.wav
2644,5,script,M,exc,2644_5_script_M_exc.wav
2645,5,script,M,exc,2645_5_script_M_exc.wav
2646,5,impro,M,exc,2646_5_impro_M_exc.wav
2647,5,impro,M,exc,2647_5_impro_M_exc.wav
2648,5,impro,M,exc,2648_5_impro_M_exc.wav
2649,5,impro,M,exc,2649_5_impro_M_exc.wav
2650,5,impro,M,exc,2650_5_impro_M_exc.wav
2651,5,impro,M,exc,2651_5_impro_M_exc.wav
2652,3,script,F,exc,2652_3_script_F_exc.wav
2653,3,script,F,exc,2653_3_script_F_exc.wav
2654,3,script,F,exc,2654_3_script_F_exc.wav
2655,5,script,F,exc,2655_5_script_F_exc.wav
2656,5,script,F,exc,2656_5_script_F_exc.wav
2657,5,script,F,exc,2657_5_script_F_exc.wav
2658,2,script,M,exc,2658_2_script_M_exc.wav
2659,2,script,M,exc,2659_2_script_M_exc.wav
2660,2,script,M,exc,2660_2_script_M_exc.wav
2661,5,script,F,exc,2661_5_script_F_exc.wav
2662,5,script,F,exc,2662_5_script_F_exc.wav
2663,5,script,F,exc,2663_5_script_F_exc.wav
2664,3,script,F,exc,2664_3_script_F_exc.wav
2665,3,script,F,exc,2665_3_script_F_exc.wav
2666,3,script,F,exc,2666_3_script_F_exc.wav
2667,5,impro,M,exc,2667_5_impro_M_exc.wav
2668,5,impro,M,exc,2668_5_impro_M_exc.wav
2669,5,impro,M,exc,2669_5_impro_M_exc.wav
2670,1,impro,M,exc,2670_1_impro_M_exc.wav
2671,1,impro,M,exc,2671_1_impro_M_exc.wav
2672,1,impro,M,exc,2672_1_impro_M_exc.wav
2673,1,impro,M,exc,2673_1_impro_M_exc.wav
2674,1,impro,M,exc,2674_1_impro_M_exc.wav
2675,1,impro,M,exc,2675_1_impro_M_exc.wav
2676,2,impro,F,exc,2676_2_impro_F_exc.wav
2677,2,impro,F,exc,2677_2_impro_F_exc.wav
2678,2,impro,F,exc,2678_2_impro_F_exc.wav
2679,1,script,F,exc,2679_1_script_F_exc.wav
2680,1,script,F,exc,2680_1_script_F_exc.wav
2681,1,script,F,exc,2681_1_script_F_exc.wav
2682,5,script,M,exc,2682_5_script_M_exc.wav
2683,5,script,M,exc,2683_5_script_M_exc.wav
2684,5,script,M,exc,2684_5_script_M_exc.wav
2685,1,script,F,exc,2685_1_script_F_exc.wav
2686,1,script,F,exc,2686_1_script_F_exc.wav
2687,1,script,F,exc,2687_1_script_F_exc.wav
2688,5,script,M,exc,2688_5_script_M_exc.wav
2689,5,script,M,exc,2689_5_script_M_exc.wav
2690,5,script,M,exc,2690_5_script_M_exc.wav
2691,4,impro,F,exc,2691_4_impro_F_exc.wav
2692,4,impro,F,exc,2692_4_impro_F_exc.wav
2693,4,impro,F,exc,2693_4_impro_F_exc.wav
2694,2,script,M,exc,2694_2_script_M_exc.wav
2695,2,script,M,exc,2695_2_script_M_exc.wav
2696,2,script,M,exc,2696_2_script_M_exc.wav
2697,4,script,F,exc,2697_4_script_F_exc.wav
2698,4,script,F,exc,2698_4_script_F_exc.wav
2699,4,script,F,exc,2699_4_script_F_exc.wav
2700,5,impro,F,exc,2700_5_impro_F_exc.wav
2701,5,impro,F,exc,2701_5_impro_F_exc.wav
2702,5,impro,F,exc,2702_5_impro_F_exc.wav
2703,4,impro,F,exc,2703_4_impro_F_exc.wav
2704,4,impro,F,exc,2704_4_impro_F_exc.wav
2705,4,impro,F,exc,2705_4_impro_F_exc.wav
2706,2,impro,M,exc,2706_2_impro_M_exc.wav
2707,2,impro,M,exc,2707_2_impro_M_exc.wav
2708,2,impro,M,exc,2708_2_impro_M_exc.wav
2709,2,script,F,exc,2709_2_script_F_exc.wav
2710,2,script,F,exc,2710_2_script_F_exc.wav
2711,2,script,F,exc,2711_2_script_F_exc.wav
2712,3,impro,M,exc,2712_3_impro_M_exc.wav
2713,3,impro,M,exc,2713_3_impro_M_exc.wav
2714,3,impro,M,exc,2714_3_impro_M_exc.wav
2715,5,script,F,exc,2715_5_script_F_exc.wav
2716,5,script,F,exc,2716_5_script_F_exc.wav
2717,5,script,F,exc,2717_5_script_F_exc.wav
2718,5,impro,M,exc,2718_5_impro_M_exc.wav
2719,5,impro,M,exc,2719_5_impro_M_exc.wav
2720,5,impro,M,exc,2720_5_impro_M_exc.wav
2721,3,script,F,exc,2721_3_script_F_exc.wav
2722,3,script,F,exc,2722_3_script_F_exc.wav
2723,3,script,F,exc,2723_3_script_F_exc.wav
2724,3,impro,M,exc,2724_3_impro_M_exc.wav
2725,3,impro,M,exc,2725_3_impro_M_exc.wav
2726,3,impro,M,exc,2726_3_impro_M_exc.wav
2727,4,impro,M,exc,2727_4_impro_M_exc.wav
2728,4,impro,M,exc,2728_4_impro_M_exc.wav
2729,4,impro,M,exc,2729_4_impro_M_exc.wav
2730,3,impro,F,exc,2730_3_impro_F_exc.wav
2731,3,impro,F,exc,2731_3_impro_F_exc.wav
2732,3,impro,F,exc,2732_3_impro_F_exc.wav
2733,3,impro,M,exc,2733_3_impro_M_exc.wav
2734,3,impro,M,exc,2734_3_impro_M_exc.wav
2735,3,impro,M,exc,2735_3_impro_M_exc.wav
2736,3,script,M,exc,2736_3_script_M_exc.wav
2737,3,script,M,exc,2737_3_script_M_exc.wav
2738,3,script,M,exc,2738_3_script_M_exc.wav
2739,1,script,M,exc,2739_1_script_M_exc.wav
2740,1,script,M,exc,2740_1_script_M_exc.wav
2741,1,script,M,exc,2741_1_script_M_exc.wav
2742,4,impro,M,exc,2742_4_impro_M_exc.wav
2743,4,impro,M,exc,2743_4_impro_M_exc.wav
2744,4,impro,M,exc,2744_4_impro_M_exc.wav
2745,4,impro,F,exc,2745_4_impro_F_exc.wav
2746,4,impro,F,exc,2746_4_impro_F_exc.wav
2747,4,impro,F,exc,2747_4_impro_F_exc.wav
2748,2,script,F,exc,2748_2_script_F_exc.wav
2749,2,script,F,exc,2749_2_script_F_exc.wav
2750,2,script,F,exc,2750_2_script_F_exc.wav
2751,4,impro,F,exc,2751_4_impro_F_exc.wav
2752,4,impro,F,exc,2752_4_impro_F_exc.wav
2753,4,impro,F,exc,2753_4_impro_F_exc.wav
2754,5,script,M,exc,2754_5_script_M_exc.wav
2755,5,script,M,exc,2755_5_script_M_exc.wav
2756,5,script,M,exc,2756_5_script_M_exc.wav
2757,2,impro,M,exc,2757_2_impro_M_exc.wav
2758,2,impro,M,exc,2758_2_impro_M_exc.wav
2759,2,impro,M,exc,2759_2_impro_M_exc.wav
2760,3,impro,M,exc,2760_3_impro_M_exc.wav
2761,3,impro,M,exc,2761_3_impro_M_exc.wav
2762,3,impro,M,exc,2762_3_impro_M_exc.wav
2763,5,impro,F,exc,2763_5_impro_F_exc.wav
2764,5,impro,F,exc,2764_5_impro_F_exc.wav
2765,5,impro,F,exc,2765_5_impro_F_exc.wav
2766,5,impro,F,exc,2766_5_impro_F_exc.wav
2767,5,impro,F,exc,2767_5_impro_F_exc.wav
2768,5,impro,F,exc,2768_5_impro_F_exc.wav
2769,5,impro,F,exc,2769_5_impro_F_exc.wav
2770,5,impro,F,exc,2770_5_impro_F_exc.wav
2771,5,impro,F,exc,2771_5_impro_F_exc.wav
2772,3,script,F,exc,2772_3_script_F_exc.wav
2773,3,script,F,exc,2773_3_script_F_exc.wav
2774,3,script,F,exc,2774_3_script_F_exc.wav
2775,5,script,M,exc,2775_5_script_M_exc.wav
2776,5,script,M,exc,2776_5_script_M_exc.wav
2777,5,script,M,exc,2777_5_script_M_exc.wav
2778,1,impro,F,exc,2778_1_impro_F_exc.wav
2779,1,impro,F,exc,2779_1_impro_F_exc.wav
2780,1,impro,F,exc,2780_1_impro_F_exc.wav
2781,2,impro,F,exc,2781_2_impro_F_exc.wav
2782,2,impro,F,exc,2782_2_impro_F_exc.wav
2783,2,impro,F,exc,2783_2_impro_F_exc.wav
2784,5,script,M,exc,2784_5_script_M_exc.wav
2785,5,script,M,exc,2785_5_script_M_exc.wav
2786,5,script,M,exc,2786_5_script_M_exc.wav
2787,1,script,M,exc,2787_1_script_M_exc.wav
2788,1,script,M,exc,2788_1_script_M_exc.wav
2789,1,script,M,exc,2789_1_script_M_exc.wav
2790,5,impro,M,exc,2790_5_impro_M_exc.wav
2791,5,impro,M,exc,2791_5_impro_M_exc.wav
2792,5,impro,M,exc,2792_5_impro_M_exc.wav
2793,2,impro,M,exc,2793_2_impro_M_exc.wav
2794,2,impro,M,exc,2794_2_impro_M_exc.wav
2795,2,impro,M,exc,2795_2_impro_M_exc.wav
2796,4,script,F,exc,2796_4_script_F_exc.wav
2797,4,script,F,exc,2797_4_script_F_exc.wav
2798,4,script,F,exc,2798_4_script_F_exc.wav
2799,2,script,M,exc,2799_2_script_M_exc.wav
2800,2,script,M,exc,2800_2_script_M_exc.wav
2801,2,script,M,exc,2801_2_script_M_exc.wav
2802,5,script,F,exc,2802_5_script_F_exc.wav
2803,5,script,F,exc,2803_5_script_F_exc.wav
2804,5,script,F,exc,2804_5_script_F_exc.wav
2805,4,impro,F,exc,2805_4_impro_F_exc.wav
2806,4,impro,F,exc,2806_4_impro_F_exc.wav
2807,4,impro,F,exc,2807_4_impro_F_exc.wav
2808,2,impro,F,exc,2808_2_impro_F_exc.wav
2809,2,impro,F,exc,2809_2_impro_F_exc.wav
2810,2,impro,F,exc,2810_2_impro_F_exc.wav
2811,5,impro,M,exc,2811_5_impro_M_exc.wav
2812,5,impro,M,exc,2812_5_impro_M_exc.wav
2813,5,impro,M,exc,2813_5_impro_M_exc.wav
2814,1,impro,M,exc,2814_1_impro_M_exc.wav
2815,1,impro,M,exc,2815_1_impro_M_exc.wav
2816,1,impro,M,exc,2816_1_impro_M_exc.wav
2817,2,script,F,exc,2817_2_script_F_exc.wav
2818,2,script,F,exc,2818_2_script_F_exc.wav
2819,2,script,F,exc,2819_2_script_F_exc.wav
2820,3,impro,M,exc,2820_3_impro_M_exc.wav
2821,3,impro,M,exc,2821_3_impro_M_exc.wav
2822,3,impro,M,exc,2822_3_impro_M_exc.wav
2823,1,impro,M,exc,2823_1_impro_M_exc.wav
2824,1,impro,M,exc,2824_1_impro_M_exc.wav
2825,1,impro,M,exc,2825_1_impro_M_exc.wav
2826,2,impro,F,exc,2826_2_impro_F_exc.wav
2827,2,impro,F,exc,2827_2_impro_F_exc.wav
2828,2,impro,F,exc,2828_2_impro_F_exc.wav
2829,5,impro,M,exc,2829_5_impro_M_exc.wav
2830,5,impro,M,exc,2830_5_impro_M_exc.wav
2831,5,impro,M,exc,2831_5_impro_M_exc.wav
2832,1,script,F,exc,2832_1_script_F_exc.wav
2833,1,script,F,exc,2833_1_script_F_exc.wav
2834,1,script,F,exc,2834_1_script_F_exc.wav
2835,2,impro,M,exc,2835_2_impro_M_exc.wav
2836,2,impro,M,exc,2836_2_impro_M_exc.wav
2837,2,impro,M,exc,2837_2_impro_M_exc.wav
2838,1,impro,M,exc,2838_1_impro_M_exc.wav
2839,1,impro,M,exc,2839_1_impro_M_exc.wav
2840,1,impro,M,exc,2840_1_impro_M_exc.wav
2841,5,script,F,exc,2841_5_script_F_exc.wav
2842,5,script,F,exc,2842_5_script_F_exc.wav
2843,5,script,F,exc,2843_5_script_F_exc.wav
2844,5,script,M,exc,2844_5_script_M_exc.wav
2845,5,script,M,exc,2845_5_script_M_exc.wav
2846,5,script,M,exc,2846_5_script_M_exc.wav
2847,3,impro,M,exc,2847_3_impro_M_exc.wav
2848,3,impro,M,exc,2848_3_impro_M_exc.wav
2849,3,impro,M,exc,2849_3_impro_M_exc.wav
2850,3,impro,F,exc,2850_3_impro_F_exc.wav
2851,3,impro,F,exc,2851_3_impro_F_exc.wav
2852,3,impro,F,exc,2852_3_impro_F_exc.wav
2853,3,impro,M,exc,2853_3_impro_M_exc.wav
2854,3,impro,M,exc,2854_3_impro_M_exc.wav
2855,3,impro,M,exc,2855_3_impro_M_exc.wav
2856,5,impro,M,exc,2856_5_impro_M_exc.wav
2857,5,impro,M,exc,2857_5_impro_M_exc.wav
2858,5,impro,M,exc,2858_5_impro_M_exc.wav
2859,2,impro,F,exc,2859_2_impro_F_exc.wav
2860,2,impro,F,exc,2860_2_impro_F_exc.wav
2861,2,impro,F,exc,2861_2_impro_F_exc.wav
2862,3,script,F,exc,2862_3_script_F_exc.wav
2863,3,script,F,exc,2863_3_script_F_exc.wav
2864,3,script,F,exc,2864_3_script_F_exc.wav
2865,4,script,M,exc,2865_4_script_M_exc.wav
2866,4,script,M,exc,2866_4_script_M_exc.wav
2867,4,script,M,exc,2867_4_script_M_exc.wav
2868,3,script,M,exc,2868_3_script_M_exc.wav
2869,3,script,M,exc,2869_3_script_M_exc.wav
2870,3,script,M,exc,2870_3_script_M_exc.wav
2871,5,impro,F,exc,2871_5_impro_F_exc.wav
2872,5,impro,F,exc,2872_5_impro_F_exc.wav
2873,5,impro,F,exc,2873_5_impro_F_exc.wav
2874,2,script,M,exc,2874_2_script_M_exc.wav
2875,2,script,M,exc,2875_2_script_M_exc.wav
2876,2,script,M,exc,2876_2_script_M_exc.wav
2877,3,script,M,exc,2877_3_script_M_exc.wav
2878,3,script,M,exc,2878_3_script_M_exc.wav
2879,3,script,M,exc,2879_3_script_M_exc.wav
2880,2,impro,M,exc,2880_2_impro_M_exc.wav
2881,2,impro,M,exc,2881_2_impro_M_exc.wav
2882,2,impro,M,exc,2882_2_impro_M_exc.wav
2883,4,script,M,exc,2883_4_script_M_exc.wav
2884,4,script,M,exc,2884_4_script_M_exc.wav
2885,4,script,M,exc,2885_4_script_M_exc.wav
2886,4,script,M,exc,2886_4_script_M_exc.wav
2887,4,script,M,exc,2887_4_script_M_exc.wav
2888,4,script,M,exc,2888_4_script_M_exc.wav
2889,1,script,F,exc,2889_1_script_F_exc.wav
2890,1,script,F,exc,2890_1_script_F_exc.wav
2891,1,script,F,exc,2891_1_script_F_exc.wav
2892,1,impro,F,exc,2892_1_impro_F_exc.wav
2893,1,impro,F,exc,2893_1_impro_F_exc.wav
2894,1,impro,F,exc,2894_1_impro_F_exc.wav
2895,5,impro,F,exc,2895_5_impro_F_exc.wav
2896,5,impro,F,exc,2896_5_impro_F_exc.wav
2897,5,impro,F,exc,2897_5_impro_F_exc.wav
2898,5,script,M,exc,2898_5_script_M_exc.wav
2899,5,script,M,exc,2899_5_script_M_exc.wav
2900,5,script,M,exc,2900_5_script_M_exc.wav
2901,3,script,M,exc,2901_3_script_M_exc.wav
2902,3,script,M,exc,2902_3_script_M_exc.wav
2903,3,script,M,exc,2903_3_script_M_exc.wav
2904,5,script,M,exc,2904_5_script_M_exc.wav
2905,5,script,M,exc,2905_5_script_M_exc.wav
2906,5,script,M,exc,2906_5_script_M_exc.wav
2907,2,script,F,exc,2907_2_script_F_exc.wav
2908,2,script,F,exc,2908_2_script_F_exc.wav
2909,2,script,F,exc,2909_2_script_F_exc.wav
2910,5,impro,M,exc,2910_5_impro_M_exc.wav
2911,5,impro,M,exc,2911_5_impro_M_exc.wav
2912,5,impro,M,exc,2912_5_impro_M_exc.wav
2913,3,script,M,exc,2913_3_script_M_exc.wav
2914,3,script,M,exc,2914_3_script_M_exc.wav
2915,3,script,M,exc,2915_3_script_M_exc.wav
2916,5,impro,F,exc,2916_5_impro_F_exc.wav
2917,5,impro,F,exc,2917_5_impro_F_exc.wav
2918,5,impro,F,exc,2918_5_impro_F_exc.wav
2919,4,impro,M,exc,2919_4_impro_M_exc.wav
2920,4,impro,M,exc,2920_4_impro_M_exc.wav
2921,4,impro,M,exc,2921_4_impro_M_exc.wav
2922,3,impro,M,exc,2922_3_impro_M_exc.wav
2923,3,impro,M,exc,2923_3_impro_M_exc.wav
2924,3,impro,M,exc,2924_3_impro_M_exc.wav
2925,4,impro,F,exc,2925_4_impro_F_exc.wav
2926,4,impro,F,exc,2926_4_impro_F_exc.wav
2927,4,impro,F,exc,2927_4_impro_F_exc.wav
2928,1,impro,F,exc,2928_1_impro_F_exc.wav
2929,1,impro,F,exc,2929_1_impro_F_exc.wav
2930,1,impro,F,exc,2930_1_impro_F_exc.wav
2931,1,impro,M,exc,2931_1_impro_M_exc.wav
2932,1,impro,M,exc,2932_1_impro_M_exc.wav
2933,1,impro,M,exc,2933_1_impro_M_exc.wav
2934,5,impro,F,exc,2934_5_impro_F_exc.wav
2935,5,impro,F,exc,2935_5_impro_F_exc.wav
2936,5,impro,F,exc,2936_5_impro_F_exc.wav
2937,4,impro,F,exc,2937_4_impro_F_exc.wav
2938,4,impro,F,exc,2938_4_impro_F_exc.wav
2939,4,impro,F,exc,2939_4_impro_F_exc.wav
2940,5,impro,M,exc,2940_5_impro_M_exc.wav
2941,5,impro,M,exc,2941_5_impro_M_exc.wav
2942,5,impro,M,exc,2942_5_impro_M_exc.wav
2943,3,script,M,exc,2943_3_script_M_exc.wav
2944,3,script,M,exc,2944_3_script_M_exc.wav
2945,3,script,M,exc,2945_3_script_M_exc.wav
2946,5,impro,M,exc,2946_5_impro_M_exc.wav
2947,5,impro,M,exc,2947_5_impro_M_exc.wav
2948,5,impro,M,exc,2948_5_impro_M_exc.wav
2949,5,impro,M,exc,2949_5_impro_M_exc.wav
2950,5,impro,M,exc,2950_5_impro_M_exc.wav
2951,5,impro,M,exc,2951_5_impro_M_exc.wav
2952,3,impro,F,exc,2952_3_impro_F_exc.wav
2953,3,impro,F,exc,2953_3_impro_F_exc.wav
2954,3,impro,F,exc,2954_3_impro_F_exc.wav
2955,2,script,M,exc,2955_2_script_M_exc.wav
2956,2,script,M,exc,2956_2_script_M_exc.wav
2957,2,script,M,exc,2957_2_script_M_exc.wav
2958,4,script,M,exc,2958_4_script_M_exc.wav
2959,4,script,M,exc,2959_4_script_M_exc.wav
2960,4,script,M,exc,2960_4_script_M_exc.wav
2961,5,script,F,exc,2961_5_script_F_exc.wav
2962,5,script,F,exc,2962_5_script_F_exc.wav
2963,5,script,F,exc,2963_5_script_F_exc.wav
2964,2,script,M,exc,2964_2_script_M_exc.wav
2965,2,script,M,exc,2965_2_script_M_exc.wav
2966,2,script,M,exc,2966_2_script_M_exc.wav
2967,2,impro,M,exc,2967_2_impro_M_exc.wav
2968,2,impro,M,exc,2968_2_impro_M_exc.wav
2969,2,impro,M,exc,2969_2_impro_M_exc.wav
2970,3,impro,F,exc,2970_3_impro_F_exc.wav
2971,3,impro,F,exc,2971_3_impro_F_exc.wav
2972,3,impro,F,exc,2972_3_impro_F_exc.wav
2973,1,impro,F,exc,2973_1_impro_F_exc.wav
2974,1,impro,F,exc,2974_1_impro_F_exc.wav
2975,1,impro,F,exc,2975_1_impro_F_exc.wav
2976,1,impro,F,exc,2976_1_impro_F_exc.wav
2977,1,impro,F,exc,2977_1_impro_F_exc.wav
2978,1,impro,F,exc,2978_1_impro_F_exc.wav
2979,1,impro,M,exc,2979_1_impro_M_exc.wav
2980,1,impro,M,exc,2980_1_impro_M_exc.wav
2981,1,impro,M,exc,2981_1_impro_M_exc.wav
2982,4,impro,M,exc,2982_4_impro_M_exc.wav
2983,4,impro,M,exc,2983_4_impro_M_exc.wav
2984,4,impro,M,exc,2984_4_impro_M_exc.wav
2985,3,script,M,exc,2985_3_script_M_exc.wav
2986,3,script,M,exc,2986_3_script_M_exc.wav
2987,3,script,M,exc,2987_3_script_M_exc.wav
2988,1,script,M,exc,2988_1_script_M_exc.wav
2989,1,script,M,exc,2989_1_script_M_exc.wav
2990,1,script,M,exc,2990_1_script_M_exc.wav
2991,5,impro,F,exc,2991_5_impro_F_exc.wav
2992,5,impro,F,exc,2992_5_impro_F_exc.wav
2993,5,impro,F,exc,2993_5_impro_F_exc.wav
2994,2,impro,M,exc,2994_2_impro_M_exc.wav
2995,2,impro,M,exc,2995_2_impro_M_exc.wav
2996,2,impro,M,exc,2996_2_impro_M_exc.wav
2997,4,impro,F,exc,2997_4_impro_F_exc.wav
2998,4,impro,F,exc,2998_4_impro_F_exc.wav
2999,4,impro,F,exc,2999_4_impro_F_exc.wav
3000,2,impro,F,exc,3000_2_impro_F_exc.wav
3001,2,impro,F,exc,3001_2_impro_F_exc.wav
3002,2,impro,F,exc,3002_2_impro_F_exc.wav
3003,4,script,M,exc,3003_4_script_M_exc.wav
3004,4,script,M,exc,3004_4_script_M_exc.wav
3005,4,script,M,exc,3005_4_script_M_exc.wav
3006,1,impro,M,exc,3006_1_impro_M_exc.wav
3007,1,impro,M,exc,3007_1_impro_M_exc.wav
3008,1,impro,M,exc,3008_1_impro_M_exc.wav
3009,3,script,F,exc,3009_3_script_F_exc.wav
3010,3,script,F,exc,3010_3_script_F_exc.wav
3011,3,script,F,exc,3011_3_script_F_exc.wav
3012,5,impro,M,exc,3012_5_impro_M_exc.wav
3013,5,impro,M,exc,3013_5_impro_M_exc.wav
3014,5,impro,M,exc,3014_5_impro_M_exc.wav
3015,5,script,F,exc,3015_5_script_F_exc.wav
3016,5,script,F,exc,3016_5_script_F_exc.wav
3017,5,script,F,exc,3017_5_script_F_exc.wav
3018,2,script,M,exc,3018_2_script_M_exc.wav
3019,2,script,M,exc,3019_2_script_M_exc.wav
3020,2,script,M,exc,3020_2_script_M_exc.wav
3021,2,impro,M,exc,3021_2_impro_M_exc.wav
3022,2,impro,M,exc,3022_2_impro_M_exc.wav
3023,2,impro,M,exc,3023_2_impro_M_exc.wav
3024,2,impro,M,exc,3024_2_impro_M_exc.wav
3025,2,impro,M,exc,3025_2_impro_M_exc.wav
3026,2,impro,M,exc,3026_2_impro_M_exc.wav
3027,4,impro,M,exc,3027_4_impro_M_exc.wav
3028,4,impro,M,exc,3028_4_impro_M_exc.wav
3029,4,impro,M,exc,3029_4_impro_M_exc.wav
3030,3,impro,M,exc,3030_3_impro_M_exc.wav
3031,3,impro,M,exc,3031_3_impro_M_exc.wav
3032,3,impro,M,exc,3032_3_impro_M_exc.wav
3033,1,impro,F,exc,3033_1_impro_F_exc.wav
3034,1,impro,F,exc,3034_1_impro_F_exc.wav
3035,1,impro,F,exc,3035_1_impro_F_exc.wav
3036,3,impro,M,exc,3036_3_impro_M_exc.wav
3037,3,impro,M,exc,3037_3_impro_M_exc.wav
3038,3,impro,M,exc,3038_3_impro_M_exc.wav
3039,2,script,F,exc,3039_2_script_F_exc.wav
3040,2,script,F,exc,3040_2_script_F_exc.wav
3041,2,script,F,exc,3041_2_script_F_exc.wav
3042,1,impro,M,exc,3042_1_impro_M_exc.wav
3043,1,impro,M,exc,3043_1_impro_M_exc.wav
3044,1,impro,M,exc,3044_1_impro_M_exc.wav
3045,2,script,F,exc,3045_2_script_F_exc.wav
3046,2,script,F,exc,3046_2_script_F_exc.wav
3047,2,script,F,exc,3047_2_script_F_exc.wav
3048,5,impro,M,exc,3048_5_impro_M_exc.wav
3049,5,impro,M,exc,3049_5_impro_M_exc.wav
3050,5,impro,M,exc,3050_5_impro_M_exc.wav
3051,4,impro,M,exc,3051_4_impro_M_exc.wav
3052,4,impro,M,exc,3052_4_impro_M_exc.wav
3053,4,impro,M,exc,3053_4_impro_M_exc.wav
3054,1,impro,M,exc,3054_1_impro_M_exc.wav
